tweet_date,tweet,sentiment,
6/5/2021 18:19,سائين اياز لطيف پليجو صاحب کي ڌرڻي  شرڪت جي دعوت ضرور ڏيڻ گھرجي سنڌ  نالا وارا ٻہ ٽي ئي تہ قوم پرست وڃي بچيا… ,,
6/5/2021 11:47,ھاھاھا  مونکي تہ دبئي کان اچڻ جا پئسا ڏين  ,,
6/5/2021 10:54,ھاھاھاھاھاھاھا ,,
6/5/2021 10:50,ڪير ٿو ڪرائي؟ ,,
6/5/2021 10:43,جنھن ڪريڪر ھنيو اھي ڪنھن جا ماڻھو آھن  ,,
6/5/2021 10:39,مان پري آھيان  اوھان پڄي سگھون ٿا. سيلفي ضرور شيئر ڪجو ,,
6/5/2021 10:19,حوال گھٽ ماما، تون سيلفي رکجان ڌرڻي مان  ,,
6/5/2021 10:18,سمجھي تہ اڳ وياسين ,,
6/5/2021 10:16,وڏي ڏک جي ڳالھ آ  ,,
6/5/2021 7:44,ڌرتي ساري ٽامو ٿيندي ,,
6/5/2021 6:53,ٻيا وري ڪھڙو زوري توسان ڳالھائيندا آھن  ,,
6/5/2021 6:49,ھاھا  ,,
6/5/2021 6:47,غيرت ٿو ڏياريان ڀائو وارن کي  ,,
6/5/2021 6:47,بلڪل سھي پيا چئو سائين ,,
6/5/2021 6:44,جيڪي ھتي وڏيون بلاٽيون ھڻن ٿا تہ اسان قوم پرست، اسان وطن دوست، ڏسجو انھن مان ڪو ھڪ بہ سڀاڻي جي ڌرڻي  شرڪت نہ ڪندو،… ,,
6/4/2021 17:48,اور جو پئدا ہوتے ہیں وہ 20 سال کی مقدس کی لاش کو قبر سے نکال کر اس کی بے حرمتی کرتے ہیں اور 2 ماہ… ,,
6/4/2021 17:31,ڪري پيو نہ جھاز ,,
6/4/2021 17:27,ھيو ٻڌو آ ٿوري دير اڳ ,,
6/4/2021 17:16,بس با، مان ان لاءِ ھليوويس تہ نينگر بيزار ٿيندي ھوندي  ,,
6/4/2021 17:14,نہ ڳالھيندو تہ ڇا ڪبو  ,,
6/4/2021 17:09,سوال اڃان آھن پر اسڪيپ ڪيا آھن ️ ,,
6/4/2021 17:09,سھي سائين ,,
6/4/2021 15:32,ذاتي بغض  نفسياتي ماڻھون ايترو  اڳتي نڪري ويا جو ڪوڙا ليبل هڻڻ لڳا. ڪنھن ڪوڙي بيان تي ذريعو پڇون ته اسان واٺا.   ڪنھن پارٽيءَ…  ,,
6/4/2021 15:00,اسان جا جملا وسارڻ جھڙا ناھن  سالن تائين بہ ياد رھندا آھن. ,,
6/4/2021 14:59,ڪجھ واقعن تي ڇتي تنقيد ڪري سگھجي پر قوم جي وسيع مفاد  خاموشي بھتر اٺ پکي وانگر اسان پنھنجو مٿو زمين اندر لڪائڻ ئي آفيت سمجھون ٿا. ,,
6/4/2021 14:26,سھي اوڪي آ  ,,
6/4/2021 14:25,اڃان ڳالھ نٿي وسرين ڳالھ  ,,
6/4/2021 14:24,توکي اڪائونٽ ڊي ايڪٽوو ڪرڻو پوندو ,,
6/4/2021 14:23,بھرحال ھنن شادي کان انڪار سو ٽيڪنيڪلي شادي جو چوڻ غلط آھي، باقي نيتن جي خدا کي خبر  ,,
6/4/2021 14:17,ھاھا  ماڻھو تہ ٽوئيٽر  بہ مينشن ڪرڻ لڳا آھن ,,
6/4/2021 14:08,اھي ڪم ائين ئي ھلندا غير سنجيدگيءَ سان ,,
6/4/2021 11:49,6 جون واري ڌرڻي  سائين اياز لطيف پليجو صاحب جن جي تنظيم شامل آھي؟ مون ڪٿي بہ ان کي يا سندس جي بيان کي ناھي ڏٺو، اگ… ,,
6/4/2021 11:15,بلنڊر بلڪل مفت پر ڪافي ايڊوانس  ٽائيم ڪنزيومنگ آھي. اسڪيچ ايپ کي مان پرفر ڪند… ,,
6/3/2021 9:58,اڻ پاتل ,,
6/2/2021 17:25,ھاڻي پنھنجو جھاز اڏار مونکي ڳائڻو آ ,,
6/2/2021 16:04,ڪير پڙھي ٻڌائيندو ڇا لکيل آ؟ پورٽفوليو اپڊيٽ ڪرڻ لاءِ ٺاھيو آ، ,,
6/2/2021 11:34,لڪي لڪي چرچا پيو ھڻي ,,
6/2/2021 11:32,ائين به آھي ,,
6/2/2021 11:10,ھاھا سڄو ڏينھن پيٽرول زري بہ ڪونه وجھندس  ,,
6/2/2021 10:49,موٽر سائيڪل وڏي ڀاءُ جي آھي نہ تہ جواب نہ ڏيان ھا اوھان کي ,,
6/2/2021 10:47,ڪم گھڻو آ ,,
6/2/2021 10:46,بلڪل ائين به سھي آھي پر ان  جيڪو لکيو ويو آھي ڇا ان کي غلط چئجي؟ ,,
6/2/2021 10:45,واھ جو ڦاٿا آھيو نہ  ,,
6/2/2021 10:42,اھا انساني فطرت آھي سائين، اھو جوڻيجو نہ ھجي کڻي ڪير بہ ھجي، ائين ڪندو آھي. ,,
6/2/2021 10:38,ٻہ الڳ ڳالھيون ,,
6/2/2021 10:23,ڪيئن ,,
6/2/2021 10:21,ھائو  ,,
6/2/2021 10:20,دعوا آھي محبت جي سائين ,,
6/2/2021 8:30,نہ صرف سنڌ جون زمينون وڪامجن ٿيون پر نہ جاڻ ڪيترن ئي سنڌ سان محبت  وفاداريون بہ وڪيون آھن. ,,
6/2/2021 7:42,هن جڏهن مون کي ماءُ تي گار ڏني تڏهن مون کي هن تي ڪھل اچي وئي. او خدايا هن کان تہ سڀ ڪجهہ کسيو ويو آهي، ويندي ماءُ جي پ… ,,
6/1/2021 19:51,شيخ اياز تاريخ جي ڪٽهڙي  ,,
6/1/2021 19:09,ھر ڪنھن جي پت وائکي وڃي ٿيندي ,,
6/1/2021 19:08,“ هيرا ته ڏسو، ڪنڪر نه هڻو” ,,
6/1/2021 18:51,عمرکوٹ کے صحافیوں نے کچھہ دن پہلے ہیلتھ ڈیپارٹمنٹ کی کرپشن کو بے نقاب کیا ، جس کے بدلے اسی ڈپارٹمنٹ کے کلرک نے ٹیرورزم کور… ,,
6/1/2021 18:37,اسپیس بور بھی ہو ,,
6/1/2021 18:34,پيپلز پارٽي حڪومت جي واڳ سنڀاليندڙن  صرف 99.9 فيصد نمائندا ڪرپٽ آهن، انهن جي ڪري پوري پيپلز پارٽي کي ڪرپٽ ڇو چئجي  ,,
6/1/2021 18:34,ھاھاھاھاھاھاھا  ,,
6/1/2021 14:43,ڪٿي ڪتا ڪارين  تہ، ڪٿي پوڙھا پيدل ڏٺاسين ,, 
6/1/2021 10:37,ھاھا  ,,
6/1/2021 10:30,ديسي سيڻ ڪجن، پر ڏيهي ڪهڙا پرين ,,
6/1/2021 10:23,بلڪل. ,,
6/1/2021 10:23,خبر ناھي ,,
6/1/2021 10:12,ٻرندڙ مسئلن تي لکو ,,
5/31/2021 20:28,ھاھاھاھاھاھاھا چوتيو ڇڏ مونکي ٻڌا تہ ھنن تي نفسياتي نالو ڪنھن رکيو  ان جي دورانديشي واھ جي ھئي. ,,
5/31/2021 20:27,ٿورا وڏا ٿيو ھاڻي تہ اھڙيون ليم ڳالھيون جھانسزيب ترڪ بہ ڪرڻ ڇڏيو ويو آھي.   ,,
5/31/2021 14:10,ھي ان وقت جي تصوير آھي جڏھن اسان سنڌين جو پھريون سيٽلائيٽ ھوشو مريخ ڏانھن روانو ڪيو ويو ڪيڏي نہ چاھ سان ماڻھو ا… ,,
5/31/2021 13:45,اھو ھڪ نيئن شئي ڏٺي اٿو ٽوئيٽر ڪير نيوز لنڪ شيئر ڪري اوھان ر.ٽ ڪيو تہ ٽوئيٽر ٻڌائيندو آھي تہ… ,,
5/31/2021 13:31,اوھان ڳالھ شيئر ڪئي تہ ضرور رفرنس بہ اوھان وٽ ھجڻ يا ماڻھو چئي ڇڏي بيان ڏنس الائي نہ، مان بس… ,,
5/31/2021 8:06,اھا آزاد خيالي آ دوست چون ٿا  ,,
5/31/2021 8:05,عورت جي جسم تي لکي ڪري پنھنجو پاڻ کي آزاد خيال  ڏاھو نه سمجهو، اصل  اھا ننڍي سوچ کي ئي ظاھر ٿو ڪري ته اوهان کي جسم کان… ,,
5/31/2021 8:05,سنڌسلامت ڪتاب گهر پاران پرم آنند آڏواڻي جو لکيل ڪتاب ”لوچن سي لھن“ اوھان اڳيان پيش آھي. ,,
5/31/2021 7:36,سياست ملڪ  ماڻھو منجھايا. ,,
5/31/2021 7:18,ھاھاھاھاھاھاھا ھاھاھاھاھاھاھا گلزار نٿو وسري ڀيڻ؟ ,,
5/31/2021 7:18,ھاھا اڳئي صوفي آھن داخلا جي ضرورت ناھي ,,
5/31/2021 7:17,رات توکي دير سان بہ رپلائي ڪيو ,,
5/30/2021 19:06,"ڪجھ ماڻھو ذاتي زندگي  ""چاچن مامن جا"" سھرا ٻڌندا شل ڪا اسٽيج يا مائيڪ ملين چوندا بس تباھي آھي مجلس بيان ڪيو مرثيه پڙھو، ان… ",,
5/30/2021 18:25,سٺي ڳالھ آھي ,,
5/30/2021 16:30,ائين ناھي ,,
5/30/2021 16:27,ٽوئيٽر بہ  ,,
5/30/2021 16:25,يزيدي وقت ويري آ  ,,
5/30/2021 16:20,اسان جا درد صوفي آھن. ,,
5/30/2021 13:33,ھاھاھا اللہ بليو ٽڪ ڏين ,,
5/30/2021 13:31,ھاھاھاھاھا وٺان وٺان تہ ڪندو ھو  ,,
5/30/2021 13:26,ظلم آھي اوھان ڪينيا وارن کان بہ ويو ,,
5/30/2021 13:23,اسان وارا ٿورا وڌيڪ نٿا ڏسن  ,,
5/30/2021 13:16,ھاھاھا سر واھ جو طريقو آھي ,,
5/30/2021 13:14,ڀيڻ حالت آھي نہ؟ ,,
5/30/2021 13:05,آمريڪي ايجنٽ ڇو لڳو ويٺو آھين ,,
5/30/2021 13:05,ڌرتي خاطر انگريز سامراج سان سورهن سالويڙهه وڙهي پنهنجي جان جو نذرانو ڏيئي امر ٿي ويل سرويچ سپاهي امر روپلي ڪولهي جي ننگرپا… ,,
5/30/2021 11:19,ھاھا مون جو لکيو  ,,
5/30/2021 11:14,ڀلوڙ دوست آھي سرمد. ,,
5/30/2021 11:11,سائين سنڌي  ڇا چوندا اٿس؟ ,,
5/30/2021 11:06,ڪڏھن ڪير سنڌي ڪمپيوٽنگ جي باري  لکندو تہ ان  سائين امر فياض جو نالو نمايان مالڪ سندس کي وڏي ڄمار ڏي  ھو س… ,,
5/30/2021 10:59,ھي ڇا آھي چڀڙ؟ ,,
5/29/2021 18:21,ھاھاھا  ,,
5/29/2021 17:26,توکي وٺڻ منهنجا جَاني تير ڪمانن سان اينداسين، تير ڪمانن سان اينداسين وڏي ڌماڪن سان اينداسين....... ,,
5/29/2021 6:51,نجومي جمالي آ ,,
5/29/2021 6:50,ھاھا ڀيڻ اوھان پچو، اوھان کي نہ زوري لڳرائين ويڪسين ,,
5/29/2021 6:49,ايڏو پري ڀيڻ  ,,
5/28/2021 13:42,سنڌ جي ڪچي  آپريشن جا چوٻول ايترا ٿيا پر ڪو ٻوٽو نه ٻاريو ،،، ان صورتحال تی سنڌي سھرو تو ياد اچي ٠۔    توکي وٺڻ ئمھنجا جا… ,,
5/28/2021 13:42,ھاھاھاھاھاھاھا  ,,
5/28/2021 11:43,انڈپینڈنٹ اردو آج سے ٹوئٹر سپیسز کے ذریعے اہم موضوعات پر ماہرین اور سرکاری عہدیداران کے ساتھ گفتگو کا آغاز کر رہا ہے۔ ,,
5/28/2021 11:38,لوسي ماڻھو آھن  ,,
5/28/2021 11:37,مون پنھنجي اڪاؤنٽ تي ڪڏھن به ڪوئي گوگلڊ پڪ پوسٽ نه ڪئي آھي، ھر پڪ منھنجي پنھنجي فوٽوگرافڊ ھوندي آ ان ڪري ٿورو افسوس ٿيو ايئن… ,,
5/28/2021 11:36,ماشاالله ,,
5/28/2021 11:33,ھاھا ضروري آ  ٿانو ڌوئڻ واري بہ تصوير مھرباني ,,
5/28/2021 11:31,سگھڙ مڙس ,,
5/27/2021 10:36,سنڌ سلامت ڪتاب گھر ايپ واقعي معياري يوز انٽرفيس جاندار آھي، ڪن ڪتابن کي ڪلڪ ڪرڻ سان اھي ٺيڪ نہ پيا کلن، پر اھو… ,,
5/27/2021 9:49,ويلڪم. ,,
5/27/2021 9:49,ائين ئي آھي سائين ,,
5/27/2021 7:06,ھاھاھاھاھاھاھا  ,,
5/27/2021 7:05,اڙي اڙي ڪٿان رت نڪتو آ ٻڌا ,,
5/27/2021 6:55,ڏاھا ٿيو بابا ,,
5/27/2021 5:42,ڳالھ ساڳي پر ھر سوشل ميڊيا جي ٽرمنالاجي مختلف ,,
5/27/2021 5:38,بس ھاڻي اھي ڏينھن بہ ڏسڻا ھئا ,,
5/27/2021 5:20,ائين ناھي، اسان وٽ ڪم ابتو آ ,,
5/27/2021 5:17,الله مون کي ڪھڙن گناھن جي سزا پئي ملي، جو مون تي ٽوئيٽر  ويھي اھي بہ تنقيد ٿا ڪن جيڪي ڪجھ ٽائيم اڳ رپلائي ک… ,,
5/26/2021 19:16,سنڌ سلامت پاران 1300 کان مٿي ڪتابن تي ٻڌل اينڊرائيڊ ايپليڪيشن جو نئون شمارو  جاري ويو آهي. ,,
5/26/2021 17:43,نيٺ ٿڪيگا  ,,
5/26/2021 17:39,اوڪي ٻي واري ڪبو ,,
5/26/2021 17:39,ھاھا بلڪل ,,
5/26/2021 17:39,ڏسو خبر ڏني آھي نہ ,,
5/26/2021 17:38,مان بہ فضول ٽوئيٽ ڪئي ڏسو ,,
5/26/2021 17:37,ھاھا زوري نظاماڻي کي فٽ ڪيو اٿئي ,,
5/26/2021 17:37,ھاھا غيرب پيدا ئي نہ ٿي قسمان ,,
5/26/2021 17:36,فضول وارا ٽوئيٽ ڪرڻ ,,
5/26/2021 17:36,ھاھا قل نہ پر ماڻھو پنھنجي ھجڻ جو احساس ڏياريندو آھي. ,,
5/26/2021 17:28,مون وٽ لکڻ لاءِ ڪجھ پوءِ بہ ھروڀرون ڪجھ نہ ڪجھ لکي شيئر ڪندو جيئن پنھنجي زندھ ھجڻ جو احساس ڀل… ,,
5/26/2021 17:25,لڳي ٿو ھي اونھارو گھڻن جا سر کڻندو ,,
5/26/2021 16:46,نہ پر ماين جا نالا ڦاپل، بختاور، ڌڃاڻي ھجي نا، مونا وري ڇا آھي  ,,
5/26/2021 16:38,بلڪل مونا ترڪن جو نالو ئي ناھي. ,,
5/26/2021 11:51,اوھان سھي پيا چئو  ,,
5/26/2021 11:49,اھا وڊيو سنڌ جي ناھي ,,
5/26/2021 11:45,مان بہ اھيو ئي چيو سائنڻ جيئن اوھان کي ماڪوڙي جي ميم سان اختلاف ھو، ائين مونکي اوھان جي ڳالھ… ,,
5/26/2021 11:37,بائي دي وي ماڪوڙو بہ اوھان سان مخاطب نہ ھيو سائنڻ  ,,
5/26/2021 11:26,ميڊيم سماج جو ھڪ طبقو ھن ميم ونگر خود اخبار بہ، اوھان ڪاوش  ڏٺو آھي ڪڏھن تہ لکيل ھجي مر… ,,
5/26/2021 10:48,ٻوٿاڙو؟ ,,
5/26/2021 10:42,توسان ھاڻي پاڻي ٿيندو ,,
5/26/2021 10:29,ظالم ڇڏ جھيڙا جھيڙي کي ,,
5/26/2021 9:51,سندھ کے ضلع خیرپور کے قصبے راہوجا میں رہائش پذیر 25 سالہ رابعہ ناز نے ایک سال قبل یوٹیوب پر ’فیشن ایڈکشن‘ کے نام سے ایک چینل… ,,
5/26/2021 8:12,واھ مائي ڳالھائين ائين ٿي ڄڻ سنڌي پڻھين جي ملڪيت کائين پيا  ,,
5/26/2021 8:10,الباکستاني ,,
5/26/2021 8:09,پورن موويز ڏسڻ  لمبر ۱ قوم ھاڻي ميڊيا کي فحش چئي تنقيد جو نشانو بڻائيندي، حد آ منافقي جي.    ,,
5/25/2021 13:15,درست ,,
5/25/2021 13:07,ائين آھي ھاڻي 6 جون تي احتجاج وري جي ارسا جي واقعي خلاف ڪجھ ڪرڻو آھي  تہ پھرين 15 ڏينھن اجلاس ڪ… ,,
5/25/2021 13:05,اڇا سھي سھي مونکي تہ ڪجھ نظر ناھي آيو. ,,
5/25/2021 12:59,اھو ئي چوان پيو تہ ريپڊ رسپانس واري سگهي ناھي رھي ,,
5/25/2021 12:52,اڄ ٽرينڊ ھلي پيو ڇا ڪو؟ مونکي ناھي خبر ,,
5/25/2021 12:34,اسان جون پارٽيون اوچتي واقعين خلاف ردعمل  مزاحمت ڪرڻ جو سگهہ وڃائي ويٺيون ٿيڻ ائين گهربو ھو تہ جنھن ڏينھن بحر… ,,
5/25/2021 9:53,نيٺ ثابتي وٺراين اوھان کان  ,,
5/25/2021 9:10,سٺو آ ماڻھو دوستاڻا تعلقات رکي  ,,
5/25/2021 9:06,نياڻي ٻارن سان مزاق ناھي ڪبو  ,,
5/25/2021 8:56,ھاھا الله ڏين بابا ,,
5/25/2021 8:53,اڙي تون مزاق ڪرڻ تہ ڇڏ نہ ماڻھن کي ,,
5/25/2021 8:14,ڇو تہ مونکي منھنجو ڪم وڻي ٿو ,,
5/25/2021 8:12,بلڪل شريف اھو آھي جنھن کي اڃان موقعو نہ مليو آھي ,,
5/25/2021 8:11,مان بيزار ناھيان  ٿيندو ,,
5/25/2021 7:56,ڊي ايم ڪيان ٿو ,,
5/25/2021 7:34,مطلب ڪنھن کي اعتراض ناھي اوھان ئي لکيو آھي  ,,
5/25/2021 7:31,ڪنھن اعتراض آھي؟ اعتراض وارو ٽوئيٽ يا مسيج رکندو ھتي؟ مھرباني ,,
5/25/2021 7:30,غلطي ,,
5/24/2021 16:29,اڇا مظلوم پوءِ گذر سفر ڪيئن ڪن؟ مظلوم تہ دنيا کان بہ مدد گھرندا آھن  شيطان کان بہ  ڪجھ تہ بلڊرن کان بہ. ,,
5/24/2021 15:53,اھيو ميَٽر نٿو ڪري ھاڻي ,,
5/24/2021 15:51,جي لڳندي ھوئين اھا بہ ڳالھ سچ آھي. پر اھيو رپلائي  ايس ايس مونکي ھميشہ ياد ھو ڪڏھن ڊليٽ نہ ڪيو ,,
5/24/2021 15:50,اسان بس ڪئي ,,
5/24/2021 15:50,ٽي وارا يا ٻہ وارا ڪنھن پڇيو تہ چڙ مان رپلائي ڪيو تہ ڌوئنس وٺيس ,,
5/24/2021 15:49,زخم جو ,,
5/24/2021 15:48,مان ڊاڪٽر بہ آھيان ,,
5/24/2021 14:05,ميڊيم ھر ھنڌ پ پ نظر اچڻ، اھا ھڪ نفسياتي بيماري آھي ,,
5/24/2021 14:05,توھان اھيو چيو ڇا مونکي وٺي ڏيو؟ اوھان طريقو پڇيو مان ٻڌايو ,,
5/24/2021 14:04,اھا ھڪ قسم جي نفسياتي بيماري آھي ,,
5/24/2021 14:03,مان تہ گيسٽ ٿيندس نہ اوھان جي اسپيس تي ,,
5/24/2021 14:02,ڪجھ ماڻھن کي ٽوئيٽر ھيئن نظر ايندو آھي  پوءِ ڇتا ٿي پوندا آھن. ,,
5/24/2021 12:01,شکارپور میں ڈاکوں سے مقابلے کے دوران بکتر بند چھلنی ہوگئیں۔ ,,
5/24/2021 11:24,اوڪي ڇھ سو ٿين ماڪوڙي کي اپليڪشن موڪلجو ,,
5/24/2021 11:20,بابا اوھان پڇيو ,,
5/24/2021 11:19,اوڪي  ,,
5/24/2021 11:17,وڪي پيڊيا تي آرٽيڪل آھي؟ ,,
5/24/2021 11:16,اوڪي ,,
5/24/2021 11:14,گذريل ڇھ مھينن  ڪن 3 اخبارن  ڪڏھن ذڪر آيو آھي اوھان جو؟ ,,
5/24/2021 11:10,جي مونکي خبر آ ,,
5/24/2021 11:02,بلڪل ,,
5/24/2021 11:00,جيڪڏھن اصول اھو آھي تہ ڪنھن جي حمايت پيسئا وٺي ڪبي آھي تہ پوءِ اھو اصول سڀني پارٽين جي ٻوڙلين تي لاڳو ٿيندي آھي. ,,
5/24/2021 10:42,ھاھاھاھاھاھاھا اھا سب ٽوئيٽ ھوئي ھئي جيڪا نہ پي ڪئي اوھان سر  ,,
5/24/2021 10:40,ڇا پيو لکو ادا ڀنگ وغيرہ پيتي آ ڇا. ,,
5/24/2021 10:09,ھاھا  پاڻ تہ ڳالھ آئي تہ پيسئا نٿا ملن  ٻيو لکي تہ ان کي پيسئا بنگلا نوڪريون ملن ٿيون  ,,
5/24/2021 10:08,پرچيان ڪڍو پرچيان ,,
5/24/2021 8:31,آمين سر اللہ ڪاميابي عطا ڪندن  خوشنصيب ھئا تہ اوھان جھڙا استاد بہ مليا ,,
5/24/2021 8:26,شاگرد ڀلا پيا لڳن واقعي ,,
5/24/2021 8:26,نيو پورٽس يونيورسٽيءَ  شاگردن کي ھڪ پيراگراف سمجهائيندي. ,,
5/24/2021 8:22,ھاھاھا، زوري بہ کلندي ڪر، جيئن اڳين کي ڏک نہ ٿي  ,,
5/24/2021 8:14,اگر لکڻ سان پيسئا ملندا آھن تہ ضرور مخالفن کي بہ ملندا ھوندا، مخالف  بہ وڏيرا آھن ڪي غريب نہ، ٻي پاسي و… ,,
5/24/2021 6:40,جيئن پيپسي  لسي ملائڻ ,,
5/23/2021 19:24,ٿورا م ٿورا مون تي ماروئڙن جا . ,,
5/23/2021 18:03,سچ مخالف بہ ڳالھائي سگھي ٿو  ڪوڙ دوست بہ ڳالھائي سگھي ھر واري منھنجو دوست ٺيڪ  منھنجو دشمن غلط ناھي ھوندو. ,,
5/23/2021 15:46,تون بہ ڏيکار ,,
5/23/2021 15:45,ھاھاھاھا ائين بہ ٿيندو ,,
5/23/2021 15:45,اوھان جو اشارو خالد ڪوري  سعيد سانگري طرف آھي؟ ,,
5/23/2021 15:40,گهڻو ئي کاڌو آھي اوھان  پيپلن، ھاڻي رسيدن جو ٽائيم ٿي ويو آھي ,,
5/23/2021 15:35,لوگو ڏسي متان نوڪري ڏي ,,
5/23/2021 15:35,جيڪي پ پ جا حمايتي آھن انھن کي تہ پ پ پيسئا ڏيندي، ڀلا جيڪي پ پ جا مخالف آھن انھن کي ڪير ٿو پيسئا ڏي؟ رسيدون ڏيکاريو بابا رسيدون   ,,
5/23/2021 7:01,هڪ انسان ڊاڪٽرن جي غيرذميواري جي ڪري زندگي وڃائي ويٺو. ,,
5/23/2021 7:00,عرفان پيرزاده کے قتل کا مقدمہ مطلوبہ ڈاکٹر ، اسڻاف اور هسپتال کے خلاف ,,
5/23/2021 6:59,منهنجي عادت نه هوندي ته مهڻا ڏيندي وتان ان ڪري ته جيڪو ماڻهون سچو هوندو اهو مظلوم لاءِ ضرور آواز اٿاريندو . باقي جيڪي م… ,,
5/23/2021 6:57,ڪنھن جي ننڍڙي غفلت، اڳين جي سڄي زندگي تباھ بڻايو ڇڏي. ,,
5/22/2021 17:41,جنم ڏڻ جون واڌايون سھڻا ,,
5/22/2021 17:38,امير کي جنم ڏڻ جو وڌايون ,,
5/22/2021 17:27,چون ٿا سڪندر ھڪ ننڊ  ستل فلسفي کي لت ھڻندي چيو تہ اٿ مون ھي شھر فتح ڪري ورتو آھي  توکي خبر ئي ناھي، فلسفي چوڻ لڳو… ,,
5/22/2021 16:50,پوئين اونھاري  اقو مسيت مان پکو چوري ڪري اڄ ميسج ڪيس تہ پاڙي واري مسيت  لڳي آ. ,,
5/22/2021 16:11,سچي ,,
5/22/2021 16:10,مون چيو مھيندي کيت کي، اٿي ڦٽي پئو ,,
5/22/2021 15:45,مڙئي اسان جو نالو بدنام آھي، باقي ماڻھو موتي آھيون ,,
5/22/2021 15:44,ڀائو خالد حسين ڪوري مان سنڌ ڄائي توهان سڀن جي ڀيڻ خالده پيرزادو توهان کي هڪڙو ننڍڙو عرض ٿي ڪيان ته منهنجي ڀاڻيجي عرفان… ,,
5/22/2021 10:36,دوستو اڄ مونکي توھان جي ضرورت آھي. منھنجو ڀاڻج عرفان اسپتال انتظاميا جي غفلت سبب فوت ٿي ويو. جنھن جي ڪري اسان اڄ ڪراچي… ,,
5/21/2021 22:18,یہ بھی ہمارے آداب ہین تمہیں کیا معلوم ,,
5/21/2021 21:27,غور طلب ,,
5/21/2021 21:22,پنجاب  چوڌري ساڳيو معبتر ,,
5/21/2021 21:18,درست، پر ماڻھو بہ ڪجھ خيال ڪن نه ڀاءُ. ,,
5/21/2021 21:16,ظاہر پیر کے رہائشی جام زبیر احمد نے ٹماٹر نا بکنے پر پر نہر میں گرا دیئے۔ سبزی منڈی میں 5 گھنٹے تک رکنے کے باوجود ٹماٹر ن… ,,
5/21/2021 21:15,هوءَ اچي ٿي، ٺري پوان ٿو، ,,
5/21/2021 20:42,ٽئيٽر اھا بيماري آھي جيڪا جنھن  کي لڳي انھي جو سر وڃائي پو ڇڏي ٿي آئون پنج سال کان پو وري ايڪٽو ٿيو آھيان ء ھاڻ ته پورو سنڌ… ,,
5/21/2021 20:41,مان چوان ٿو نہ مٽي جو ماڻھو آھي ادا. ائين الزام ٿوري ھڻبو. دوست جا 20  70 آخري وارا نمبر بہ آھن.  ,,
5/21/2021 20:39,ڊجيٽل دور  ڪا بلاگ ھجي، ويبسائٽ يا آئي ڊي، ڪا نہ ڪا فٽ پرنٽ ماڻھو ڇڏي ويندو آھي، ڳولڻ جو طريقو خبر ھجي تہ اوھان آس… ,,
5/21/2021 20:33,توڙي جو نمبر منھنجي فلاڻي جو ڏنل آھي پر ڪم تنھنجا آھن، مان چيو ادا ايڏي شاھدي کان پوءِ بہ اوھان انڌا آھيو تہ بسم ال… ,,
5/21/2021 20:33,ھن جيئن نمبر ڊائل ڪري اوڪي ڪيو تہ نمبر اڳ ئي سيوو ھيس  چيس ھي تہ فلاڻي جو نمبر آھي، مان چيو پوءِ ادا آئي ڊي بہ ان… ,,
5/21/2021 20:33,ان دوست کي مسيج ڪيم تہ اوھان اسڪائيپ تي اچو، اسڪائيپ تي ڪچھري ٿي  مون ھن کي چيو تہ اسڪرين شيئر ڪر  ھي موبائل نمبر… ,,
5/21/2021 20:33,ڪجھ سال اڳ ھڪ ھمراھ فيس بڪ تي مونکي چيو فلاڻي آئي ڊي تنھنجي آھي  تون گاريون ڏين پيو مونکي، حالانڪه اسان نہ ملياسين… ,,
5/21/2021 19:47,تنھنجي ليول جو اسان وٽ ننڍڙو سيم آھي اھو توکي جواب ڏيندو. مھرباني ,,
5/21/2021 19:44,مھرباني ڪري مونکي ھڪ ڳالھ سمجھايو، ھڪ ماڻھو جا ڪل 178 فالوور آھن، اھو  سندس ڪجھ دوست فرمايين پيا تہ ان خلاف سازش ٿ… ,,
5/21/2021 19:37,ھڪ ھفتي  ٽوئيٽر تي  ٻن ڇوڪرين سان مسئلو ٿيو، ٻنھي  ھڪ ھمراھ جو جو نالو اوھان کي ھاڻي ٻنھي مسئ… ,,
5/21/2021 19:26,مھرباني  ,,
5/21/2021 19:08,سنڌ  انگريز گهمڻ آيو ,,
5/21/2021 18:07,اھو مدو ناھي مون مثال ڏنو صرف تہ اوھان ڇوڪرين سان ڪيئن پيش ٿا اچو سو اوھان جي ساک ڪنھن کي نہ کڻڻ گھرجي. مھرباني  ,,
5/21/2021 18:04,رب رسي مت کسي . ,,
5/21/2021 18:01,ان  اوھان جو ذڪر تہ ناھي، اوھان ڇو گاريون ڏنيون؟ ,,
5/21/2021 17:55,بلڪل سائين اوھان ٺيڪ چئو ٿا، پر ڪنھن شرارت اڄ ڪئي  مٽي جي ماڻھو جي… ,,
5/21/2021 17:12,ڪنهن جي تصوير چوري ڪرڻ هڪ غير اخلاقي عمل آ آزادي سان سوشل ميڊيا يوز ڪرڻ ڏيو ڇوڪرين کي هروڀرو انهن کي انسڪورٽي مبتلا نه ڪي… ,,
5/21/2021 17:10,پر ھتي ضد آھي زوري چون پيا تہ اھا آئي ڊي ٻي ڪنھن جي آھي. ,,
5/21/2021 17:07,بلڪل مان بہ اھيو ئي لکيو آ راڻا ,,
5/21/2021 17:04,جي ادا  وارن جو دوست آھي. ,,
